Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1667362968.3133209,0,15769,0,GPS1_Frame,42.340965000000004,-71.08216166666666,12.9,328480.37195439555,4689733.926050113,19,T
1667362969.313528,0,15770,0,GPS1_Frame,42.34096833333333,-71.082165,12.4,328480.1064210935,4689734.302915703,19,T
1667362970.3166082,0,15771,0,GPS1_Frame,42.34096833333333,-71.082165,12.4,328480.1064210935,4689734.302915703,19,T
1667362971.3158524,0,15772,0,GPS1_Frame,42.34096833333333,-71.082165,12.4,328480.1064210935,4689734.302915703,19,T
1667362972.3140266,0,15773,0,GPS1_Frame,42.340970000000006,-71.08216666666667,12.1,328479.9736544526,4689734.491348501,19,T
1667362973.3151963,0,15774,0,GPS1_Frame,42.34096666666665,-71.08215833333334,11.7,328480.6510835808,4689734.104396517,19,T
1667362974.3163455,0,15775,0,GPS1_Frame,42.340951666666655,-71.08213833333333,11.4,328482.2578797701,4689732.398415261,19,T
1667362975.3151445,0,15776,0,GPS1_Frame,42.34093333333333,-71.08210666666668,11.2,328484.8167038306,4689730.298758726,19,T
1667362976.3145301,0,15777,0,GPS1_Frame,42.34091,-71.08207166666665,10.9,328487.6365316005,4689727.637167224,19,T
1667362977.3150907,0,15778,0,GPS1_Frame,42.34088499999999,-71.08202999999999,10.8,328491.00102500326,4689724.777058584,19,T
1667362978.31651,0,15779,0,GPS1_Frame,42.34085666666666,-71.08198333333333,10.8,328494.7683545684,4689721.536724804,19,T
1667362979.3161333,0,15780,0,GPS1_Frame,42.340830000000004,-71.08193666666666,11.1,328498.5402190763,4689718.481463824,19,T
1667362980.3146622,0,15781,0,GPS1_Frame,42.34080166666666,-71.08188833333332,11.5,328502.44485448365,4689715.23777264,19,T
1667362981.3156962,0,15782,0,GPS1_Frame,42.34074166666665,-71.08184666666665,10.8,328505.71420354844,4689708.491187804,19,T
1667362982.3144474,0,15783,0,GPS1_Frame,42.34068,-71.08182833333333,10.2,328507.0568388803,4689701.606596068,19,T
1667362983.3138192,0,15784,0,GPS1_Frame,42.340621666666664,-71.08183666666667,9.8,328506.21174990095,4689695.1459313035,19,T
1667362984.31332,0,15785,0,GPS1_Frame,42.34057166666667,-71.08187666666667,9.3,328502.7806260456,4689689.674491046,19,T
1667362985.3148837,0,15786,0,GPS1_Frame,42.34052166666667,-71.081935,9.4,328497.8392016932,4689684.240031539,19,T
